country,ico_start,ico_end,price_usd,goal,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
USA,08/12/2017,31/12/2017,3.0,0,0.8,,40000000.0,,0,0.0,,08/11/2017,15/11/2017,0.618140014,https://vectorexchange.io/wp-content/uploads/2017/08/VECTOR-WHITEPAPER-English.pdf,https://www.linkedin.com/company/vectorfinancialsystems/,https://www.github.com/VectorExchange?tab=repositories,https://vectorexchange.io/vectorico/?utm_source=icobench,2.7,11.0,1.0
Nigeria,14/04/2018,29/04/2018,0.1,0,0.6,,120000000.0,Yes,1.0,No,,31/03/2018,13/04/2018,0.08,https://storage.googleapis.com/vendexchange-b1bef.appspot.com/Vendex.pdf,,https://www.github.com/vendexchange?tab=repositories,https://vendexchange.com/?utm_source=icobench,2.9,9.0,true
Singapore,03/10/2017,03/12/2017,2.999,0,0.3,,,,no,0,,18/09/2017,03/10/2017,,https://verifyunion.io/webassets/docs/VerifyUnion_Whitepaper.pdf,https://www.linkedin.com/company/verifyunion/,,https://verifyunion.io/crowdsale?utm_source=icobench,2.9,13.0,T
Singapore,01/03/2018,31/03/2018,0.132,1,0.3,,300000000.0,,false,0,,15/12/2017,04/02/2018,,,,,https://www.verime.mobi/?utm_source=icobench,4.2,18.0,1
USA,01/08/2019,01/11/2019,0.1,0,0.1,,1000000000.0,No,1,no,Present,15/01/2019,26/07/2019,,https://vibeland.io/gallery/vibeland%20white%20paper%20(8.12.19)%20new.pdf,,https://www.github.com/vibelandinc?tab=repositories,https://vibeland.io?utm_source=icobench,2.9,15.0,FALSE
Russia,15/11/2018,15/12/2018,0.05,0,0.65,,130000000.0,No,0.0,no,,15/09/2018,15/10/2018,,https://vidion.io/files/White-Paper-VIDION-v1.3(eng).pdf,,,https://vidion.io?utm_source=icobench,2.9,8.0,True
USA,15/10/2018,15/11/2018,0.1,0,,,,yes,1.0,N,,,,,https://vionusa.com/docs/wp_en.pdf,https://www.linkedin.com/company/vionenergy/,,https://vionusa.com/en.html?utm_source=icobench,2.9,15.0,T
Russia,03/10/2017,03/11/2017,0.1,0,,,20000000.0,,0.0,N,,01/08/2017,01/09/2017,,http://votesplatform.com/assets/whitepaper/votes_whitepaper_en.pdf,,,http://votesplatform.com/?utm_source=icobench,2.9,2.0,1.0
UK,24/08/2019,17/04/2020,1.0,0,,,3900000.0,NO,True,No,,24/06/2019,10/08/2019,,https://virtualpark.io/docs/whitepaper_vr_eng.pdf,,,https://virtualpark.io?utm_source=icobench,2.9,6.0,T
Russia,28/11/2017,01/12/2017,0.25,1,,,46000000.0,,0.0,0,,28/07/2017,01/09/2017,,http://resources.wacoin.io/WaBI_Whitepaper_ENG.pdf,https://www.linkedin.com/company/wabitech/,,http://www.wacoin.io/?utm_source=icobench,3.6,11.0,true
United Arab Emirates,25/04/2018,20/06/2018,0.9,1,0.75,,70000000.0,n,False,No,,28/03/2018,25/04/2018,0.5,https://www.wscoin.io/uploads/whitepaper.pdf,https://www.linkedin.com/company/wallstreetcoin/about/,,https://wscoin.io/?utm_source=icobench,3.2,9.0,TRUE
UK,10/07/2018,30/07/2018,1.0,1,0.6,,9000000.0,No,true,No,,01/06/2018,30/06/2018,0.9,https://wallchain.io/whitepaper.pdf,https://www.linkedin.com/company/havven/?utm_source=Website,https://www.github.com/WallChain?tab=repositories,https://wallchain.io?utm_source=icobench,2.9,,True
Cyprus,29/01/2018,30/03/2018,3.0,1,0.44,,45000000.0,no,no,no,,,,,https://www.wawllet.com/assets/pdf/WAWLLET-WHITE-PAPER-2.0-EN.pdf,https://www.linkedin.com/in/hawk-hkc-1533a7176/,,https://www.wawllet.com?utm_source=icobench,2.9,16.0,1
UK,07/01/2019,16/03/2019,0.25,0,0.3,,300000000.0,yes,Y,No,,,,,https://wby.io/wp-content/uploads/2018/07/webuy-whitepaper-VI18-Final.pdf,https://www.linkedin.com/company/wby/,,https://wby.io?utm_source=icobench,2.9,,false
Singapore,15/05/2018,31/10/2019,0.0352,0,0.34,,3400000000.0,yes,True,No,,,,,https://wegold.io/Resources/Files/Whitepaper%20-%20English.pdf,https://www.linkedin.com/company/wegold/,,https://www.wegold.io/?utm_source=icobench,2.9,13.0,True
Estonia,15/04/2019,15/09/2019,0.4785,0,0.3,,60000000.0,,0.0,0.0,,01/02/2019,31/03/2019,,https://winwincoin.io/white-paper/white_paper_en.pdf,https://www.linkedin.com/company/winwincoin/,,https://winwincoin.io/?utm_source=icobench,2.9,8.0,1.0
Singapore,06/11/2017,07/12/2017,1.0,0,,,10000000.0,,0.0,N,,15/10/2017,26/10/2017,,https://wishfinance.com/WishFinanceWhitepaper.pdf,https://www.linkedin.com/company/wishfinance/,,https://wishfinance.com/?utm_source=icobench,2.9,4.0,True
Russia,05/12/2017,30/12/2017,36.85,0,0.85,,20000000.0,,No,N,,,,,https://drive.google.com/file/d/1WN3L_X3gJQ0b0bw6l9PE6kDw5sBcB5YB/view,https://www.linkedin.com/company/xchainge/,,https://xchainge.io/crowdsale.html?utm_source=icobench,3.0,8.0,T
South Africa,26/05/2018,24/07/2018,0.5315,1,0.25,,50000000.0,YES,0.0,0,,,,,https://www.xeniacoin.org/assets/XeniaCoin%20whitepaper%20-a18c3fbcebce84ecbebd921b779779c585f085e8c9b42399373624edc23bd613.pdf,https://www.linkedin.com/company/xenia-coin/,,https://www.xeniacoin.org/?utm_source=icobench,2.9,14.0,TRUE
Russia,01/05/2018,19/06/2018,,1,0.65,,650000000.0,n,no,N,,26/03/2018,26/04/2018,,https://drive.google.com/file/d/14AP6EkoRudO8VJ-wOkpCCI7T5q_wwUyp/view,,,https://xentchain.com/?utm_source=icobench,2.9,,0
USA,01/04/2018,30/06/2018,0.058,0,0.55,,385000000.0,NO,1,0,,01/03/2018,31/03/2018,,https://www.xentavo.com/XENTAVO_WHITEPAPER_02-18.pdf,https://www.linkedin.com/company/xentavo/,,https://www.xentavo.com?utm_source=icobench,2.9,4.0,TRUE
UK,21/02/2019,30/06/2019,0.25,0,0.4,,96000000.0,Y,1,0.0,,,,,https://yanubuks.io//assets/files/white-paperyanubuks.pdf,https://www.linkedin.com/company/yanubuks-projects/,,https://ico.yanubuks.io/?utm_source=icobench,2.9,7.0,T
Netherlands,01/03/2019,31/10/2019,0.1707,0,0.5,,15000000.0,no,0.0,N,available,,,,https://www.yokdata.com/images/whitepaper/YOKdata-WhitePaper.pdf,https://www.linkedin.com/company/yokdata/,,https://www.yokdata.com?utm_source=icobench,2.9,,0
Malta,19/04/2018,04/05/2018,0.6684,1,0.77,,80000000.0,N,No,0.0,,21/03/2018,18/04/2018,0.101111759,https://www.ysign.io/pdf/whitepaper.pdf,https://www.linkedin.com/company/ysign/,,https://www.ysign.io/?utm_source=icobench,2.9,11.0,1
Philippines,15/11/2018,15/03/2019,,1,0.6207,,,No,True,N,available,,,,https://drive.google.com/file/d/1782xgDbL8YbAQAwiJDgWVhFLXRGOnicB/view,,https://www.github.com/yuniquex?tab=repositories,https://yunique.pro/?utm_source=icobench,2.9,6.0,true
South Africa,01/12/2017,16/01/2018,30.53,0,0.8,,,,no,N,,10/11/2017,25/11/2017,4.885763118,http://www.zabercoin.io/assets/files/Zabercoin-Whitepaper.pdf,,https://www.github.com/frikkievb?tab=repositories,http://www.zabercoin.io/?utm_source=icobench,3.1,4.0,1
USA,01/04/2018,16/05/2018,0.37,0,0.64,,13650000.0,No,No,0.0,,20/02/2018,25/03/2018,0.340240969,https://www.zamanat.net/whitepaper,https://www.linkedin.com/company/5375941/,,https://www.zamanat.net?utm_source=icobench,2.9,3.0,True
USA,21/10/2017,20/11/2017,0.1839,1,,,,,False,No,,18/09/2017,29/09/2017,,https://zap.store/whitepaper.pdf,,https://www.github.com/zapproject?tab=repositories,https://zap.store/?utm_source=icobench&utm_medium=ico&utm_campaign=icolists,3.1,3.0,TRUE
Russia,19/08/2019,31/08/2019,0.03,0,0.5,,50000000.0,NO,no,No,Available ,24/06/2019,01/07/2019,0.023,https://www.dropbox.com/sh/4soga73dpsxw849/AAC2xnw5iHpzm2trUZaoM6lqa?dl=0&preview=ZOOOMEX_WP_EN.pdf,https://www.linkedin.com/company/zooomex/,,https://www.zooomex.com/?utm_source=icobench,4.2,1.0,1.0
Spain,01/03/2018,30/04/2018,3.0,0,,,11000000.0,n,0.0,No,,,,,http://www.1kcoin.io/whitepaper/,,,https://www.1kcoin.io/?utm_source=icobench,2.8,3.0,0.0
USA,08/05/2018,06/08/2018,1.0,0,,,,N,1,No,,,,,https://27v.io/files/27v_Inc_PPM_2018_1.2.pdf,,,https://27v.io?utm_source=icobench,2.8,9.0,FALSE
Unknown,16/03/2018,03/07/2018,1.25,0,,,,y,yes,N,,,,,https://www.abbcfoundation.com/downloads/Whitepaper_V_1.941_Eng.pdf,https://www.linkedin.com/company/abbcfoundation/,,0,2.8,,
Turkey,01/10/2018,31/12/2018,3.4965,0,435.0,,4800000000.0,NO,0.0,no,,01/07/2018,30/09/2018,2.64600008,https://ico.academialingu.com/assets/academialinguwp.pdf,,,https://ico.academialingu.com/?utm_source=icobench,2.8,8.0,true
USA,,29/07/2018,0.025,0,0.27,,1620000000.0,Yes,true,0.0,,,,,https://acxnetwork.com/whitepaper.pdf,TBD,,https://acxnetwork.com/?utm_source=icobench,2.8,,1
Bulgaria,29/05/2017,19/06/2017,0.284,1,,227213467.0,,,N,no,,,,,https://www.aeternity.com/aeternity-blockchain-whitepaper.pdf,https://www.linkedin.com/company/aeternity/,https://www.github.com/aeternity?tab=repositories,https://www.aeternity.com/?utm_source=icobench,3.7,5.0,T
Estonia,16/07/2017,17/08/2017,0.56,1,,,,,no,no,,,,,https://docs.agrello.org/Agrello-Self-Aware_Whitepaper-English.pdf,https://www.linkedin.com/company/agrelloapp/,,https://www.agrello.org/?utm_source=icobench,2.8,,True
Russia,28/08/2017,11/09/2017,0.4,0,,,25000000.0,,N,0,,,,,https://drive.google.com/file/d/0Bz8GOnrPq_i-SGk5a1Jxbld2TGs/view,,,http://ahoolee.io/?utm_source=icobench,2.8,3.0,true
Estonia,01/07/2018,31/08/2018,0.04,0,0.5,,500000000.0,y,yes,No,,,,,http://aiopinion.org/static/webapp/documents/AI-Opinion-White-Paper.36e1a3dc68b1.pdf,,,http://aiopinion.org?utm_source=icobench,2.8,16.0,1
Estonia,18/04/2018,28/04/2018,0.6895,0,0.6,,30000000.0,n,N,N,,18/02/2018,08/04/2018,,https://altumea.io/media/whitepaper.pdf,https://www.linkedin.com/company/altumea/,,https://altumea.io/?utm_source=icobench,2.8,7.0,1.0
UK,25/11/2017,25/12/2017,1.75,0,0.5,,50000000.0,,false,No,,,,,https://www.ankorus.org/wp-content/uploads/2017/10/Ankorus-Whitepaper.pdf,https://www.linkedin.com/company/kappinetwork/about/,,http://ankorus.org/?utm_source=icobench,2.8,,T
Seychelles,15/09/2018,15/10/2018,0.01,0,0.5,,50000000.0,No,0,No,,15/06/2018,15/07/2018,,https://www.antiderivativetoken.com/wp-content/uploads/Anti-Derivative-Token-White-Paper.pdf,,https://www.github.com/AntiderivativeToken?tab=repositories,https://www.antiderivativetoken.com/?utm_source=icobench,2.8,,1
Russia,01/11/2018,01/03/2019,0.01,0,,,200000000.0,N,False,no,Yes,01/03/2018,01/09/2018,,https://arcus.city/assets/arcus_wp_v2_0_en.pdf,https://www.linkedin.com/company/arcusfi/,https://www.github.com/Arcus-city?tab=repositories,https://arcus.city/?utm_source=icobench,2.8,1.0,false
Spain,10/11/2017,30/12/2017,0.0187,1,0.35,,3500000.0,,N,0,,,,,https://arker.io/media/whitepaper.pdf,https://www.linkedin.com/company/arkerlabs/,https://www.github.com/arkerlabs?tab=repositories,https://arker.io/?utm_source=icobench,3.0,11.0,F
Russia,31/01/2018,30/04/2018,0.034,0,0.93,,930000000.0,No,false,No,,,,,https://armpack.io/assets/doc/wp_eng.pdf,,,https://armpack.io?utm_source=icobench,2.8,,T
Belarus,16/11/2017,18/12/2017,0.08,0,0.75,,75000000.0,,N,0.0,,02/11/2017,06/11/2017,0.70785,https://arrm.io/arrm.io_wp_1.7_eng.pdf,https://www.linkedin.com/company/arrm-io/,,https://arrm.io/#ico?utm_source=icobench,2.8,,T
Argentina,29/01/2018,29/04/2018,1.0,1,0.6,,,,0,0.0,,10/01/2018,23/01/2018,,http://astorgame.com/docs/WP_AstorGame_en.pdf,https://www.linkedin.com/company/astorgame/,,http://astorgame.com/?utm_source=icobench,3.0,,T
USA,01/04/2019,31/05/2019,1.0,0,0.15,,315000000.0,,N,No,,04/12/2018,31/03/2019,0.5,https://www.goastra.network/whitepaper/,https://www.linkedin.com/company/astra-the-social-supercomputer/,,http://astranetix.com?utm_source=icobench,2.8,7.0,1
Slovenia,25/11/2017,20/12/2017,2.0,0,333.0,,15000000.0,,false,no,,10/11/2017,20/11/2017,1.78,https://atrix.io/files/Atrix_Whitepaper.pdf,,,https://atrix.io/?utm_source=icobench,2.8,9.0,T
Russia,26/03/2018,22/07/2018,0.1,1,0.7,,60187847.0,,0.0,no,,25/01/2018,18/03/2018,,https://www.aunite.io/docs/auto_lp-en.pdf,,,http://auto-club.io/en?utm_source=icobench,2.8,2.0,1
Russia,31/03/2018,30/04/2018,0.74,0,0.5,,400000000.0,y,false,N,,,,0.19,https://www.axtrust.io/en/WhitePaper.pdf,https://www.linkedin.com/company/axtrust/about/,,http://axtrust.io/en/?utm_source=icobench,2.6,5.0,T
Japan,15/04/2018,31/05/2018,0.0037,1,0.35,,3500000000.0,Y,Yes,0,,,,,http://img.baasid.com/paper/whitepaper_en.pdf,https://www.linkedin.com/in/baasid-blockchain-as-a-service-for-id-274b52158/,,http://baasid.io/en/#faq?utm_source=icobench,2.8,22.0,T
Switzerland,14/12/2017,23/12/2017,25.52,0,,,,,0,no,,,,,https://bactoalarm.io/static/files/en/BactoAlarm_WP.pdf,,https://www.github.com/BactoAlarm?tab=repositories,https://bactoalarm.io/en/?utm_source=icobench,2.9,9.0,true
USA,01/02/2018,31/03/2018,156.0,0,,,200000000.0,,0.0,N,,01/12/2017,31/12/2017,,http://balehubucks.com/wp-content/uploads/2017/10/balehuwhitepapers-v1.pdf,,https://www.github.com/balehu?tab=repositories,http://balehubucks.com/?utm_source=icobench,3.0,12.0,1
Israel,12/06/2017,12/06/2017,3.92,1,,,,,No,0.0,,,,,https://www.bancor.network/static/bancor_protocol_whitepaper_en.pdf,https://www.linkedin.com/company/bancor-foundation/,,https://www.bancor.network/?utm_source=icobench,2.9,4.0,1.0
USA,15/05/2018,30/06/2018,0.0216,0,,,245000000.0,,0,0.0,,15/04/2018,15/05/2018,,http://www.bartvault.io/storage/whitepaper-full.pdf,,https://www.github.com/orgs?tab=repositories,http://www.bartvault.io?utm_source=icobench,2.8,19.0,1
UK,01/06/2018,30/06/2018,1.0,0,0.8,,80000000.0,N,1.0,0.0,,01/04/2018,30/04/2018,0.5,https://bcharity.io/main/static/WhitePaper_en.pdf,https://www.linkedin.com/company/bcharity/,https://www.github.com/bcharityio?tab=repositories,https://bcharity.io/?utm_source=icobench,3.7,12.0,TRUE
Switzerland,01/10/2018,31/10/2018,0.0462,0,0.6,,600000000.0,Yes,N,No,,04/08/2018,30/09/2018,,http://bdaq.io/wp-content/uploads/2018/06/Whitepaper2852018v4.pdf,https://www.linkedin.com/company/magneticshr/,,http://bdaq.io?utm_source=icobench,2.8,11.0,1.0
Isle of Man,20/02/2018,21/04/2018,1.16,0,,,720000.0,n,0.0,0,,,,,https://beautiq.cc/ICO_Whitepaper_v1.2.pdf,https://www.linkedin.com/company/beautiq-ltd/,,https://beautiq.cc?utm_source=icobench,2.8,7.0,false
Mexico,28/02/2018,31/03/2018,0.41,1,,,100000000.0,,false,N,,01/11/2017,30/11/2017,0.289666336,https://www.belugapay.com/assets/beluga_whitepaper_V9.4.pdf,https://www.linkedin.com/company/belugapay/,,https://www.belugapay.com?utm_source=icobench,3.0,12.0,1
Philippines,23/10/2018,08/12/2018,,0,0.3,,10000000.0,NO,Yes,0,available,,,,https://www.benepit.io/pdf/BenePit_whitepaper_eng.pdf,,,https://www.benepit.io/?utm_source=icobench,2.8,13.0,true
Russia,07/09/2017,07/10/2017,0.5,0,0.9,,9000000.0,,N,No,,,,,https://be-one.co/wp/whitepaper_eng.pdf,,,https://be-one.co/?utm_source=icobench,2.8,5.0,0.0
Singapore,11/04/2018,27/04/2018,0.0237,1,0.12,292587390.0,1200000000.0,y,true,N,,26/03/2018,30/03/2018,,http://berith.co/pdf/BERITH_WhitePaper_en.pdf,https://www.linkedin.com/company/berith-korea-co-ltd/,,http://www.berith.co?utm_source=icobench,3.2,,true
UK,23/04/2018,31/08/2018,0.21,0,0.4,,40000000.0,no,0,N,,01/04/2018,22/04/2018,,https://www.bestmeta.gg/wp-content/docs/Whitepaper_EN.pdf,https://www.linkedin.com/company/meterqubes/,,https://www.bestmeta.gg?utm_source=icobench,2.8,,true
Portugal,01/07/2019,31/12/2019,,0,0.8,,800000000.0,NO,0.0,no,,01/06/2019,30/06/2019,,https://www.bether.cc/wp-content/uploads/2018/10/BETHER_COIN-BHR-WHITE-PAPER-EN-2018.pdf,https://www.linkedin.com/in/bether-bhr-the-millennium-currency-a7a381164/,,https://www.bether.cc/?utm_source=icobench,2.9,5.0,True
Estonia,15/12/2017,31/01/2018,0.1,1,0.55,,,,false,0,,,,,https://betterbetting.org/BETTER_BETTING_Foundation_White_Paper.pdf,https://www.linkedin.com/company/betterbetting/,,http://betterbetting.org/?utm_source=icobench,3.8,13.0,1
USA,01/10/2017,31/10/2017,0.1687,0,0.55,,,,N,0,,,,,https://www.bibox365.com/static/pdf/Bibox_Whitepaper.pdf,https://www.linkedin.com/company/biboxexchange/,https://www.github.com/bibox365?tab=repositories,https://www.bibox365.com/?utm_source=icobench,2.5,,true
Malta,15/11/2018,30/11/2019,0.1,0,265.0,,,Y,No,no,,,,0.06,https://www.biohal.io/pdf/biohal_whitepaper1.1.pdf,https://www.linkedin.com/company/biohal/,,https://www.biohal.io/?utm_source=icobench,2.8,,True
Belarus,30/01/2018,13/02/2018,1.0,0,,,,NO,No,0.0,,,,,https://bioritmai.com/doc/BioritmaiEn.pdf,,https://www.github.com/Bioritmai?tab=repositories,https://bioritmai.com/en/?utm_source=icobench,2.8,,True
USA,25/05/2017,24/06/2017,2.0,1,0.51,,51000000.0,,0.0,No,,,,,https://bitcad.io/BitCAD.pdf,https://www.linkedin.com/company/bitcad/,https://www.github.com/BitCADplatform?tab=repositories,http://bitcad.me/?utm_source=icobench,2.8,,T
UK,28/11/2017,26/12/2017,1.0,1,,,,,false,0,,,,,https://bitcoen.io/Whitepaper.pdf,,https://www.github.com/BitCoen?tab=repositories,https://bitcoen.io/?utm_source=icobench,2.8,15.0,T
Switzerland,20/06/2019,20/07/2019,1.0,0,0.24,,3000000000.0,Y,Y,no,,,,,https://bitcoinoil.com/Bitcoin_Oil_Light_Paper.pdf,https://www.linkedin.com/company/bitcoinoil/,https://www.github.com/BitcoinOil-Development?tab=repositories,https://bitcoinoil.com/?utm_source=icobench,2.8,,0.0
USA,01/12/2018,30/12/2018,0.0012,0,0.25,,250000000.0,,no,N,,,,,https://www.bitcoinmax.info/BitcoinMax_Technical_Whitepaper.pdf,https://nl.linkedin.com/in/muxe-project,https://www.github.com/BitcoinMaxInfo?tab=repositories,https://www.bitcoinmax.info/?utm_source=icobench,2.8,5.0,1
Singapore,01/12/2017,16/02/2018,0.3,1,0.72,,122400000.0,N,0,no,,,,,https://cdn.bitcomo.com/storage/source/1/SGw7HeEcWWleZrmZ6I1brn93wi2WbfRl.pdf,https://www.linkedin.com/company/bitcomo/,https://www.github.com/Bitcomo?tab=repositories,https://ico.bitcomo.com/?utm_source=icobench,3.1,9.0,F
USA,01/11/2017,02/01/2018,0.2,0,,,,,0,0.0,,,,,https://bitplus.network/BitPlusWhitepaper.pdf,https://www.linkedin.com/company/bitplusminingltd/,https://www.github.com/BitPlusNetwork?tab=repositories,https://bitplus.network/?utm_source=icobench,2.8,8.0,1.0
Japan,15/10/2017,15/11/2017,0.0033,0,345.0,,,,N,No,,,,,http://ico.bitproperty.online/doc/white_paper_en.pdf,https://www.linkedin.com/company/nirxblocksystems/,https://www.github.com/Bitproperty?tab=repositories,https://bitproperty.io/?utm_source=icobench,2.8,4.0,1
UK,02/04/2018,31/05/2018,0.028,0,0.6,,150000000.0,NO,no,0.0,,05/03/2018,31/03/2018,,https://bitrust.co.uk/files/whitepaper.pdf,,,https://bitrust.co.uk/?utm_source=icobench,2.8,11.0,1.0
Romania,30/06/2018,26/08/2018,2.749,0,0.98,,5325000.0,,No,N,,10/05/2018,31/05/2018,,http://www.bitsoftbay.com/docs/whitepaper.pdf,,,http://www.bitsoftbay.com/?utm_source=icobench,2.8,,True
Cyprus,20/08/2018,19/11/2018,1.0,0,0.6,,,N,0.0,N,,20/06/2018,20/08/2018,,https://ico.bittech.cn.com/img/white-paper-en.pdf,,,https://ico.bittech.cn.com?utm_source=icobench,2.8,,True
Australia,11/05/2018,20/07/2018,0.06,0,0.2,,150000000.0,Y,True,N,,,,,https://www.blockbroker.me/white-paper.pdf,,https://www.github.com/blockbroker?tab=repositories,https://blockbroker.me/?utm_source=icobench,2.8,14.0,1
Unknown,21/11/2018,25/12/2018,0.06,1,0.7,,700000000.0,,False,N,,01/10/2018,20/11/2018,,https://blockaip.com/assets/docs/whitepaper_en.pdf,,,https://blockaip.com?utm_source=icobench,2.8,,1.0
UK,28/02/2018,01/06/2018,0.6,1,749.0,,500000000.0,,0.0,no,,20/11/2017,20/12/2017,0.110019003,http://theblock-bank.com/pdf/blockbank_whitepaper.pdf,https://www.linkedin.com/company/the-block-bank/,,http://theblock-bank.com/?utm_source=icobench,3.3,13.0,1.0
Australia,22/10/2017,20/11/2017,1.2257,1,0.8,,30000000.0,,N,N,,,,,https://blockbid.com.au/assets/documents/blockbid_whitepaper.pdf,https://www.linkedin.com/company/blockbid/,https://www.github.com/Blockbid?tab=repositories,https://blockbid.com.au/?utm_source=icobench,3.0,9.0,T
Netherlands,24/01/2018,28/02/2018,0.33,1,714.0,,69440000.0,,no,N,,,,,http://blockport.io/read-the/whitepaper.pdf,https://www.linkedin.com/company/blockport-netherlands/,,https://www.blockport.io/?utm_source=icobench,2.8,15.0,T
USA,21/09/2017,31/01/2018,8.1392,0,0.4,,,,no,no,,,,,https://www.blockrx.com/white-paper/,https://www.linkedin.com/company/notarised/,,https://www.blockrx.com?utm_source=icobench,2.9,22.0,1
Netherlands,07/07/2017,25/07/2017,0.24,1,0.64,37032710.0,40000000.0,,0,N,,,,,https://blocktix.io/public/doc/blocktix-wp-draft.pdf#whitepaper,https://www.linkedin.com/company/blocktix/,https://www.github.com/blocktix?tab=repositories,https://blocktix.io/?utm_source=icobench,2.8,3.0,TRUE
USA,01/08/2018,13/01/2019,0.1,0,0.3,,90000000.0,,No,0.0,,,,,https://boliecoins.com/wp-content/uploads/2018/05/WHITE_PAPER.pdf,https://www.linkedin.com/company/boliecoins/,,https://boliecoins.com?utm_source=icobench,2.8,3.0,F
France,15/09/2019,15/11/2019,0.3,1,0.7,,25000000.0,yes,true,0.0,,15/05/2019,15/06/2019,0.32,https://bow-coin.io/documents/English/white-paper-bow-coin.pdf,,https://www.github.com/bowtie-barber?tab=repositories?tab=repositories,http://bow-coin.io/?utm_source=icobench,2.8,9.0,true
Estonia,17/04/2018,16/05/2018,0.08,0,0.6,,,n,yes,0,,26/03/2018,01/04/2018,,https://www.bpay.io/en-whitepaper.pdf,,,https://www.bpay.io/?utm_source=icobench,2.8,5.0,T
USA,01/06/2018,31/01/2019,0.145,0,0.6,,600000000.0,n,0.0,0.0,,15/05/2018,31/05/2018,,http://bravocoin.io/wp-content/uploads/2018/02/whitepaper.pdf,https://t.me/OlxaCoin,,http://bravocoin.io?utm_source=icobench,2.2,,TRUE
South Africa,01/09/2018,10/10/2018,0.2763,0,0.2,,2000000000.0,no,false,No,available,,,,https://brumh.com/BRUMH_whitepaper.pdf,,,https://brumh.com?utm_source=icobench,2.8,3.0,0.0
Cayman Islands,01/09/2018,15/10/2018,0.0258,0,0.68,,680000000.0,YES,False,No,,01/06/2018,31/08/2018,,https://parkapp.io/en/Parkoin%20White%20Paper.pdf,https://www.linkedin.com/company/parkapp-llc/,,https://parkapp.io/en?utm_source=icobench,2.8,2.0,True
Singapore,25/06/2018,07/07/2018,0.1,1,0.6,,120000000.0,Yes,true,No,,08/03/2018,22/04/2018,0.1,https://carboneum.io/documents/Carboneum_Whitepaper.pdf,,https://www.github.com/CarboneumProject?tab=repositories,https://www.carboneum.io?utm_source=icobench,4.0,6.0,True
USA,23/07/2018,31/10/2018,0.2,0,0.73,,275000000.0,Yes,Yes,no,,,,0.1,https://careparrot.com/wp-content/uploads/2018/07/careparrot_whitepaper_revised_july-1.pdf,https://www.linkedin.com/company/careparrot/,https://www.github.com/CareParrot?tab=repositories,https://careparrot.com?utm_source=icobench,3.8,14.0,1.0
UK,06/11/2017,06/12/2017,0.1,1,0.51,,51000000.0,,0.0,0.0,,20/10/2017,30/10/2017,,https://cashaa.com/pdf/Cashaa_WP.pdf,https://www.linkedin.com/company/cashaa/,https://www.github.com/cashaadev?tab=repositories,https://cashaa.com/cas-token.php?utm_source=icobench,2.8,5.0,True
Cayman Islands,01/04/2018,10/06/2018,0.05,0,0.75,,187500000.0,Yes,Yes,No,,,,,https://cellblocks.io/whitepaper.pdf,https://www.linkedin.com/company/cellblocks/,,https://www.cellblocks.io?utm_source=icobench,2.8,6.0,T
New Zealand,15/01/2018,15/02/2018,0.17,1,0.7,,840000000.0,,false,0,,,,,https://www.centrality.ai/wp-content/uploads/2018/01/Centrality-Whitepaper-final-2018020.pdf,https://www.linkedin.com/company/centrality.ai/,,https://www.centrality.ai/?utm_source=icobench,2.8,48.0,True
